word,appears_in,Auditory.mean,Dominant.action,Dominant.perceptual,Dominant.sensorimotor,Exclusivity.action,Exclusivity.perceptual,Exclusivity.sensorimotor,Foot_leg.mean,Gustatory.mean,Hand_arm.mean,Haptic.mean,Head.mean,Interoceptive.mean,Mouth.mean,Olfactory.mean,Torso.mean,Visual.mean
powder,"['59po', '109po']",0.176,hand_arm,visual,visual,0.355,0.338,0.237,0.619,1.706,2.143,3.765,0.667,0.235,1.333,1.882,0.333,4.235
practical,"['17po', '61po', '109po']",2.312,head,visual,visual,0.409,0.372,0.263,0.412,0.312,0.765,1.062,1.765,0.75,0.765,0.312,0.176,3.312
practice,"['17po', '60po']",2.312,head,visual,visual,0.126,0.353,0.186,1.65,0.25,1.95,1.562,2.4,1.688,1.4,0.25,1.3,3.688
practiced,"['17po', '58po']",1.706,head,visual,head,0.055,0.347,0.149,2.688,0.235,3.031,0.971,3.5,1.265,2.844,0.235,2.688,2.706
practices,['35po'],2.312,head,visual,visual,0.126,0.353,0.186,1.65,0.25,1.95,1.562,2.4,1.688,1.4,0.25,1.3,3.688
praise,['60po'],3.889,head,auditory,auditory,0.284,0.5,0.249,0.524,0.056,1.143,0.389,2.714,0.778,2.714,0.056,0.619,2.5
praying,['58po'],3.129,mouth,visual,mouth,0.282,0.323,0.18,1.029,0,2.529,1,2.941,2.161,3.706,0.323,0.647,3.161
precious,['58po'],1.053,head,visual,visual,0.536,0.393,0.233,0.05,0.158,1.25,1.211,3,1.632,0.75,0.263,0.45,3.053
precise,['56po'],1.647,head,visual,visual,0.24,0.422,0.191,1,0.118,2.381,1.706,3.143,0.588,1.667,0.176,0.952,3.294
precisely,['61po'],1.588,head,visual,visual,0.275,0.436,0.197,1.15,0.235,2.15,1.235,2.9,0.706,1.55,0.059,0.6,3.059
precocious,"['11po', '65po']",1.909,head,visual,head,0.283,0.23,0.129,0.643,0.727,0.929,0.636,2.5,1.545,1.643,0.636,0.857,2.455
preparation,"['2po', '75po', '109po']",1.053,head,visual,head,0.206,0.4,0.194,1.368,0.105,2.684,0.842,3.316,1.316,1.947,0.211,1.158,2.526
prepared,['2po'],1.632,head,interoceptive,interoceptive,0.125,0.22,0.116,1.7,1.105,2.05,0.895,2.7,3.263,1.65,1,1.5,2.895
present,"['2po', '12po', '59po', '60po', '62po']",1.389,head,visual,visual,0.223,0.407,0.2,0.714,0.222,2.429,1.667,2.571,1,1.524,0.278,1.095,3.5
presents,['13po'],1.389,head,visual,visual,0.223,0.407,0.2,0.714,0.222,2.429,1.667,2.571,1,1.524,0.278,1.095,3.5
preserved,"['17po', '58po']",1.1,hand_arm,visual,visual,0.327,0.239,0.169,0.35,1.05,2,1,1.45,0.7,0.75,0.85,0.5,2.4
pressing,['44po'],0.263,hand_arm,haptic,haptic,0.339,0.444,0.217,1.895,0.316,4,4.105,1.368,2.579,0.789,0.105,1.421,1.632
pressure,['58po'],1.933,head,interoceptive,interoceptive,0.181,0.292,0.176,1.095,0.067,1.476,3.4,2.571,3.667,1.667,0.267,1.333,3
presupposed,['66po'],2.231,head,auditory,head,0.492,0.279,0.191,0.286,0.385,0.286,0.615,2.357,1.077,1,0.462,0.286,1.846
pretence,['58po'],2.5,head,auditory,auditory,0.25,0.479,0.221,0.647,0,0.882,0,2.176,1,1.765,0,0.647,1.714
price,"['60po', '109po']",2.4,head,visual,visual,0.484,0.576,0.363,0.143,0.05,0.762,0.1,2.286,0.65,1.095,0,0.143,4.35
prices,['59po'],2.4,head,visual,visual,0.484,0.576,0.363,0.143,0.05,0.762,0.1,2.286,0.65,1.095,0,0.143,4.35
pride,['58po'],1.895,head,interoceptive,interoceptive,0.371,0.403,0.235,0.5,0.158,0.55,0.263,2.65,3.421,0.95,0.158,1.15,2.211
principal,"['58po', '59po', '82po']",2.2,head,visual,visual,0.506,0.486,0.286,0.056,0.05,0.5,0.4,2.556,0.8,1.444,0.15,0.389,3.5
prints,['45po'],1.2,hand_arm,visual,visual,0.549,0.484,0.309,0.222,0.15,2.667,1.75,1.278,0.35,0.167,0.55,0.222,4.05
prison,['58po'],1.474,head,visual,head,0.079,0.418,0.152,2.75,0.158,2.85,1.211,3.4,0.579,2.6,0.737,2.3,3.263
privately,['61po'],2.059,head,visual,head,0.236,0.351,0.19,0.95,0,1.1,0.118,2.65,2.059,1.8,0,0.9,2.294
prized,['58po'],1.438,head,visual,head,0.384,0.301,0.208,0.421,0.312,0.842,0.5,2.684,1.312,1.105,0.25,0.842,2
procured,['65po'],0.938,hand_arm,visual,visual,0.22,0.5,0.229,0.765,0,2.294,1.5,1.824,0.5,1.176,0,0.882,2.938
programme,['1po'],1.562,head,visual,visual,0.374,0.509,0.302,0.35,0.188,1.3,0.438,2.05,0.562,0.5,0.312,0.35,3.562
protect,['11po'],1.765,hand_arm,visual,hand_arm,0.081,0.31,0.14,2.095,0.118,2.81,1.471,2.714,1.529,1.857,0.118,2.333,2.412
protection,"['17po', '60po']",1.5,hand_arm,visual,visual,0.188,0.389,0.198,1.211,0,2.526,1.7,2.158,2.15,0.947,0,1.579,3.4
proud,['69po'],2.167,head,interoceptive,interoceptive,0.273,0.4,0.214,0.85,0.056,1.1,0.389,2.9,3.5,1.6,0.056,1.05,2.444
prudence,['58po'],1.062,head,visual,visual,0.253,0.462,0.228,0.474,0,0.737,0,1.526,1.125,0.842,0,0.579,1.875
prune,['71po'],0.667,mouth,visual,visual,0.316,0.234,0.146,0.35,2.267,3.05,2.533,1.7,0.933,3.15,1.467,0.6,3.267
pudding,['94po'],0.286,mouth,gustatory,mouth,0.487,0.313,0.205,0.048,4.238,2.667,2.048,1.19,0.667,4.524,2.143,0.762,3.238
puff,['71po'],1.118,mouth,visual,visual,0.476,0.258,0.202,0.158,0.941,0.632,1.941,1.789,1.059,3.263,1.118,0.684,3.412
pull,['85po'],1,hand_arm,haptic,haptic,0.509,0.429,0.244,1.571,0.056,4,4.389,0.857,2.222,0.095,0.056,1.143,2.389
pump,['83po'],2,hand_arm,visual,visual,0.417,0.365,0.206,1.55,0.158,3.6,3.105,1.2,0.737,0.35,0.263,1.1,3.842
pure,"['58po', '81po']",1.471,head,visual,head,0.279,0.169,0.126,0.684,1.941,1.105,0.941,2.842,1.353,2.263,1.176,0.842,2.529
purple,"['2po', '58po']",0.095,head,visual,visual,0.802,0.924,0.51,0.1,0.048,0.1,0.095,3.35,0.048,0.35,0.048,0.15,4.667
purr,['52po'],4.737,mouth,auditory,auditory,0.333,0.662,0.39,0.278,0,0.667,1.053,1.722,0.579,1.944,0,0.389,0.789
purse,"['19to', '19po']",0.333,hand_arm,visual,visual,0.319,0.565,0.33,0.4,0,2.25,3,1.7,0,0.75,0.222,0.7,4.611
pus,['48po'],0.111,head,visual,visual,0.282,0.357,0.205,0.647,0.333,1.765,2.056,2.471,1.444,0.882,1.556,0.706,3.222
put,"['2po', '54po', '61po', '62po', '82po', '85po', '94po', '109po']",0.941,hand_arm,visual,hand_arm,0.432,0.368,0.236,1.1,0.471,4.05,2.471,1.55,0.294,0.55,0.471,0.85,3.176
puzzle,['61po'],0.632,head,visual,visual,0.516,0.497,0.274,0,0.053,3.176,3,3.882,0.684,0.412,0.105,0.059,4.526
quaint,['59po'],0.842,head,visual,visual,0.442,0.511,0.259,0.316,0.158,0.526,0.421,2.316,0.421,1.053,0.263,0.316,2.526
quantity,['58po'],1.059,head,visual,visual,0.403,0.466,0.252,0.455,0.118,1.591,2.412,3.045,0.176,1.045,0.235,0.409,3.706
question,"['2po', '3po', '61po', '80po', '82po', '105po', '109po']",3.824,head,auditory,auditory,0.49,0.5,0.254,0.1,0.471,0.65,0.294,3.7,0.588,2.5,0.176,0.4,1.941
quiet,"['59po', '61po', '109po']",4.286,head,auditory,auditory,0.425,0.621,0.349,0.238,0,0.381,0.143,2.524,1.333,2,0,0.238,1.143
quite,"['4po', '11po', '14po', '60po', '109po']",1.8,head,auditory,auditory,0.164,0.409,0.171,1,0,1.05,0.4,1.8,0.9,1.45,0,0.8,1.3
quiver,['59po'],0.75,torso,visual,visual,0.128,0.412,0.221,1.2,0,1.7,1.812,1.55,2.188,0.85,0.062,1.75,3.375
quotation,['2po'],3.389,head,auditory,auditory,0.373,0.513,0.241,0.158,0.222,1.368,0,2.947,0,2.737,0,0.263,3
rack,['60po'],0.865,head,visual,visual,0.236,0.482,0.258,0.529,0.108,2.059,2.919,2.235,0.162,0.588,0.162,1.824,4.135
radiant,['83po'],0.75,head,visual,visual,0.692,0.58,0.405,0.1,0.188,0.2,0.5,2.35,1.062,0.45,0.25,0.15,4.25
raining,['30to'],3.375,head,visual,visual,0.207,0.238,0.136,1.895,1.062,2.421,3.625,3.579,0.5,1.263,2.312,2.053,4.062
raise,['58po'],1,hand_arm,visual,hand_arm,0.265,0.524,0.215,1.65,0,2.8,1.25,1.4,0.25,0.75,0,1.15,2.75
rapid,['3po'],1.3,foot_leg,interoceptive,interoceptive,0.158,0.338,0.182,1.882,0,0.941,1.25,1.118,2.35,0.941,0.05,1.059,2
rate,"['2po', '61po', '109po']",1.611,head,visual,visual,0.425,0.375,0.252,0,0.5,1,0.5,1.85,0.611,1.45,0.333,0.05,2.667
rats,['46po'],1.833,head,visual,visual,0.319,0.443,0.261,1.158,0.056,1.263,1.611,2.211,0.333,1.211,1,0.263,3.944
razor,['94po'],0.875,hand_arm,visual,visual,0.295,0.453,0.229,1.55,0,2.95,3.5,1.55,0,1.1,0,0.65,3.625
reëstablishment,['58po'],1.556,head,visual,visual,0.235,0.368,0.21,0.476,0.389,0.952,0.667,1.619,0.833,1.238,0.333,0.571,2.722
read,"['52po', '58po', '80po', '108po']",1.333,head,visual,head,0.573,0.627,0.303,0.35,0.111,1.3,0.444,4.6,0.5,1.5,0.111,0.1,4.5
readily,['69po'],1.111,head,visual,head,0.115,0.381,0.18,1.9,0.111,2,0.333,2.75,1.111,1.75,0.111,1.6,1.889
readiness,['28po'],1.85,head,visual,visual,0.166,0.34,0.167,1.368,0.05,1.579,0.65,2.474,2.6,1.737,0.05,1.105,2.75
ready,"['66po', '109po']",0.684,head,visual,head,0.146,0.258,0.139,1.9,0.579,1.8,0.474,2.75,1.789,1.8,0.526,1.35,2.211
real,"['41po', '52po', '59po', '60po', '63po', '68po', '73po', '74po', '105po', '109po']",3.818,head,visual,visual,0.125,0.04,0.055,2.474,3.727,2.789,4.182,3.895,3.273,2.632,3.818,2.158,4.182
realistic,['54po'],1.75,head,visual,head,0.321,0.308,0.214,0.842,0.45,1.579,1.2,3.474,1.35,1.474,0.15,0.842,2.4
really,"['11po', '17po', '41po', '42po', '45po', '54po', '58po', '60po', '63po', '97po', '109po']",1.842,mouth,auditory,auditory,0.273,0.236,0.16,0.3,0.474,0.6,0.579,1.3,0.737,1.35,0.474,0.3,1.684
reason,"['4po', '10po', '20po', '22po', '33po', '35po', '58po', '59po', '60po', '80po', '109po']",2.95,head,auditory,head,0.488,0.437,0.251,0.238,0,0.476,0,3.238,2,1.905,0,0.286,1.8
reasonable,"['2po', '58po', '83po']",3.05,head,auditory,auditory,0.423,0.387,0.23,0.19,0.05,0.286,0.15,2.429,1.45,1.952,0.1,0.429,2.95
received,['45po'],1.421,hand_arm,haptic,hand_arm,0.371,0.258,0.201,0.421,0.421,3.368,2.158,2,0.526,1.211,0.526,0.947,1.684
receptacle,"['59po', '85po']",0.421,hand_arm,visual,visual,0.486,0.523,0.328,0.111,0.053,2.056,1.895,1.111,0.263,0.611,0.526,0.111,3.579
recital,['58po'],4.606,head,auditory,auditory,0.194,0.422,0.217,1.303,0.212,1.576,0.212,3.212,0.848,2.242,0.333,1.515,4.212
reckless,"['2po', '46po']",1.65,head,visual,visual,0.099,0.448,0.168,1.81,0.05,2,0.2,2.571,1.3,1.667,0,1.619,2.6
recognised,"['59po', '109po']",3.393,head,visual,visual,0.704,0.148,0.185,0.15,1.964,0.45,2.143,3.95,1.714,0.55,2.071,0.3,3.964
recognition,"['10po', '58po', '63po']",3.4,head,visual,head,0.4,0.243,0.169,0.65,0.75,1.2,0.9,3.9,1.85,1.9,0.9,0.6,3.5
recollection,"['59po', '72po']",1.941,head,interoceptive,head,0.562,0.209,0.245,0.368,0.882,0.474,1,4.053,2.588,1.579,0.765,0.263,1.529
recreation,['58po'],2.312,head,visual,visual,0.1,0.346,0.172,1.789,0.375,1.737,0.812,2.158,1.125,1.316,0.438,1.421,3.25
rectangular,['58po'],0.375,hand_arm,visual,visual,0.4,0.55,0.319,0.222,0.125,2.222,2.188,1.889,0.438,0.278,0,0.389,3.812
recurrence,['58po'],1.4,head,visual,visual,0.199,0.544,0.228,1.091,0,1.318,0.2,2.5,0.8,1.364,0,1.045,2.867
red,"['1po', '2po', '3po', '6po', '9to', '10po', '13po', '14to', '14po', '22po', '40to', '40po', '48po', '52po', '53po', '58po', '62po', '63po', '80po', '83po', '92po', '94po', '106po', '107po', '109po']",0.389,head,visual,visual,0.75,0.705,0.421,0.059,0.222,0.294,0.222,3.412,0.667,0.471,0.167,0.235,4.556
reddening,['58po'],0.2,head,visual,visual,0.274,0.689,0.301,1.188,0,1.25,0.4,3.062,1.267,1.312,0,0.938,4.133
redder,['58po'],0.389,head,visual,visual,0.75,0.705,0.421,0.059,0.222,0.294,0.222,3.412,0.667,0.471,0.167,0.235,4.556
redness,['3po'],0.938,head,visual,visual,0.448,0.542,0.295,0.6,0.312,1.05,0.75,3.3,0.75,0.8,0.375,0.5,4.375
reduced,['58po'],0.571,head,visual,visual,0.373,0.65,0.311,0.2,0,0.9,0.381,1.75,0.238,1,0.143,0.3,2.476
reduction,"['58po', '109po']",1.353,hand_arm,visual,visual,0.274,0.514,0.344,0.2,0.059,1.05,0.706,0.95,0.529,0.6,0.353,0.3,3.294
refusing,['2po'],3.1,head,auditory,auditory,0.259,0.365,0.183,0.7,0.1,1.75,0.75,2.75,1.5,2.5,0.05,0.6,2.85
region,['58po'],1.632,head,visual,visual,0.325,0.321,0.188,1.476,0.474,1.048,1.579,2.429,0.842,0.571,0.789,0.476,3.211
regular,"['17po', '22po', '45po', '106po', '109po']",1.529,head,visual,head,0.124,0.218,0.138,1.474,0.706,1.579,0.529,2.579,0.824,1.632,0.529,1.684,1.824
regularity,['2po'],0.571,head,visual,head,0.141,0.304,0.148,0.75,0.143,1.25,0.524,1.7,1,1.45,0.238,1.6,1.286
regulation,"['58po', '60po', '109po']",2.158,head,visual,visual,0.37,0.412,0.213,0.478,0.211,1,0.053,2.522,1.158,1.522,0.053,0.348,2.632
relaxation,"['5po', '60po']",1.65,head,interoceptive,interoceptive,0.088,0.376,0.157,3.1,0.25,2.7,1.15,3.3,4.05,2.05,0.5,3,2.5
relaxed,['44po'],1.048,head,interoceptive,interoceptive,0.079,0.458,0.168,3.263,0.048,3.579,1.619,3.789,4.429,2.474,0.381,3.474,2.048
relaxing,['60po'],1.474,head,interoceptive,interoceptive,0.132,0.416,0.147,3.526,0.158,3.316,1.211,3.579,3.684,1.526,0.158,3.579,1.789
release,['18to'],1.176,hand_arm,visual,hand_arm,0.296,0.329,0.2,1.15,0.294,3.75,1.471,1.8,2.471,1.6,0.176,1,3
relet,['94po'],1.353,head,visual,head,0.223,0.341,0.177,0.833,0.118,1.278,0.353,2.167,1,1.778,0.235,0.667,1.765
reliability,['54po'],2.105,head,visual,head,0.253,0.367,0.186,1,0.105,1.35,0.368,3.05,2.105,1.65,0.105,1.05,2.947
relieved,['65po'],1.529,head,interoceptive,interoceptive,0.242,0.468,0.218,0.75,0.118,1.4,0.324,2.9,3.765,2.05,0.206,1.8,1.853
remain,"['58po', '97po']",0.839,head,visual,visual,0.167,0.284,0.154,1.062,0.5,1.062,0.571,1.25,0.821,0.438,0.554,1.062,2
remainder,['58po'],0.7,head,visual,visual,0.388,0.556,0.332,0.353,0.25,1.118,1.1,1.706,0.45,0.588,0.05,0.176,3.3
remains,"['58po', '81po', '109po']",0.526,head,visual,visual,0.392,0.427,0.247,0.3,0.316,1.4,1.211,2.2,0.316,0.45,1.053,0.5,3.105
remark,['54po'],3.353,mouth,auditory,auditory,0.539,0.722,0.312,0.048,0,0.143,0,2.524,0.235,3.333,0,0.048,1.059
remarkable,"['35po', '62po']",2,head,visual,head,0.268,0.216,0.147,1,0.944,1.476,1.111,3.429,1.444,2.048,0.778,1.095,2.722
remedy,"['60po', '61po']",0.913,head,visual,head,0.298,0.268,0.152,0.35,1.217,1.6,0.87,2.75,1.913,2.45,0.391,0.9,2.478
reparation,['58po'],2,head,visual,visual,0.386,0.311,0.187,0.286,0.368,1.143,0.684,2.333,1.105,1.429,0.368,0.238,2.579
repeat,['59po'],2.812,mouth,visual,visual,0.199,0.343,0.165,1.35,0.562,1.5,0.688,2.3,0.688,2.85,0.375,1.05,3.25
replace,"['10po', '109po']",1.474,hand_arm,visual,visual,0.367,0.481,0.224,0.75,0.053,3.35,1.105,2.3,0.789,1.05,0.105,0.45,3.368
repose,['58po'],1.545,head,visual,head,0.276,0.293,0.157,1.167,0.455,1.083,0.636,2.667,1.273,0.667,0.455,1.667,2.455
rescue,['60po'],2.65,hand_arm,visual,visual,0.134,0.342,0.152,2.7,0.3,3.4,1.5,2.55,1.5,1.75,0.25,1.9,3.6
research,['3po'],2.316,head,visual,head,0.337,0.403,0.206,0.9,0.421,2.25,0.684,4.1,0.737,1.25,0.421,1,3.789
resemblance,"['4po', '17po', '59po', '109po']",1.219,head,visual,visual,0.455,0.347,0.232,0.536,0.969,0.786,1.625,3.393,0.844,0.821,1.031,0.75,4.312
resemble,['58po'],1.8,head,visual,visual,0.289,0.376,0.229,0.8,0.75,0.85,0.95,2.4,0.75,0.9,0.65,0.75,4
resembling,['0po'],1.8,head,visual,visual,0.289,0.376,0.229,0.8,0.75,0.85,0.95,2.4,0.75,0.9,0.65,0.75,4
reserves,['43po'],1,head,visual,visual,0.235,0.385,0.177,0.45,0.222,1.45,0.611,1.85,0.944,1.6,0.167,0.6,2.111
resignation,"['8po', '58po', '59po', '109po']",2.944,head,auditory,auditory,0.268,0.354,0.188,0.619,0.111,1.429,0.722,2.524,1.278,1.762,0.167,0.762,2.778
resolute,['54po'],0.533,head,interoceptive,head,0.339,0.412,0.282,0.632,0.067,0.632,0,2.579,1.4,1.211,0.2,0.684,1.2
resolved,['2po'],1.857,head,visual,head,0.442,0.342,0.268,0.381,0.143,0.952,0.19,3.524,0.952,2.19,0.19,0.286,1.952
resonance,['58po'],2.176,head,auditory,head,0.567,0.365,0.259,0.267,0.118,0.2,0.353,2.733,1.235,0.8,0.176,0.467,1.588
resource,"['11po', '58po']",1.412,head,visual,visual,0.376,0.34,0.241,0.381,0.765,1.19,2,2.048,0.529,0.429,0.941,0.381,3.706
respect,"['58po', '60po']",2.368,head,visual,visual,0.364,0.313,0.177,0.4,0.263,0.85,0.632,2.8,2.105,1.75,0.263,0.8,2.947
rest,"['12po', '18po', '54po', '58po', '62po', '67po', '94po', '97po', '109po']",0.611,head,interoceptive,interoceptive,0.083,0.429,0.158,2.6,0,2.6,1.333,2.95,3.167,1.9,0,2.65,2.278
rested,['79po'],0.611,head,interoceptive,interoceptive,0.083,0.429,0.158,2.6,0,2.6,1.333,2.95,3.167,1.9,0,2.65,2.278
resting,['58po'],0.632,head,interoceptive,interoceptive,0.107,0.41,0.158,2.85,0,2.75,1.105,3.2,3.474,1.75,0,2.95,3.263
restitution,['7po'],1.5,head,visual,visual,0.29,0.435,0.24,0.333,0,0.733,0.389,1.533,1,1.133,0,0.4,2.222
restrains,['59po'],1.05,hand_arm,visual,visual,0.163,0.424,0.197,1.722,0,2.944,2,1.944,1.7,1.556,0,1.389,3.5
restraint,"['16po', '58po', '60po']",0.5,hand_arm,interoceptive,hand_arm,0.082,0.362,0.14,2.9,0.222,3.25,1.889,3.2,3,2.5,0.333,2.1,1.722
rests,"['59po', '109po']",0.611,head,interoceptive,interoceptive,0.083,0.429,0.158,2.6,0,2.6,1.333,2.95,3.167,1.9,0,2.65,2.278
result,"['10po', '58po', '60po', '72po']",1.438,head,visual,visual,0.244,0.425,0.196,1.053,0.375,1.579,0.75,2.947,0.875,1.684,0.312,0.947,3.312
resumed,"['36po', '58po', '109po']",1.737,head,visual,visual,0.385,0.443,0.245,0.381,0.158,1.571,0.947,2.524,0.632,0.619,0.211,0.476,3.211
resumption,['58po'],1.737,head,visual,visual,0.385,0.443,0.245,0.381,0.158,1.571,0.947,2.524,0.632,0.619,0.211,0.476,3.211
retained,"['59po', '109po']",0.889,head,visual,head,0.327,0.38,0.233,0.632,0.167,2.368,0.889,3.316,1.278,1.211,0.111,0.684,2.222
retraction,['60po'],1.839,mouth,visual,mouth,0.298,0.422,0.194,0.7,0.161,1.7,0.742,1.85,0.484,2.45,0,0.35,2.355
returned,['54po'],1,hand_arm,visual,visual,0.145,0.558,0.246,1.4,0,1.9,1,1.7,0.467,1.4,0.067,0.85,3.2
returning,"['2po', '109po']",1.05,hand_arm,visual,visual,0.14,0.544,0.223,1.524,0,1.714,0.7,1.476,0.25,0.81,0.05,0.952,2.45
reunion,['60po'],1.556,head,visual,visual,0.17,0.394,0.176,1.316,0.222,1.737,0.778,2.579,1.167,1.947,0.333,1.105,3
revered,['58po'],2.211,head,visual,head,0.22,0.291,0.168,1.143,0.158,1.333,0.632,2.857,1.737,2.381,0.368,0.952,2.316
revision,['47po'],1.6,head,visual,visual,0.33,0.496,0.255,0.278,0.1,1.722,0.7,2.167,0.4,1.111,0.15,0.444,3.1
rhubarb,"['59po', '70to', '70po']",0,mouth,gustatory,gustatory,0.398,0.355,0.23,0.316,4.375,1.632,2,1.474,0.125,3,2.25,0.316,3.562
ribbon,"['4po', '7po', '23po', '58po', '109po']",0,hand_arm,visual,visual,0.511,0.602,0.352,0.2,0,2.35,2.471,1.7,0.059,0.05,0,0.2,3.824
rid,"['1po', '22po']",1.714,hand_arm,visual,visual,0.32,0.284,0.179,0.737,0.571,2.211,1.214,1.474,1.143,0.474,0.714,0.526,2.929
ridiculous,['94po'],2.867,head,auditory,auditory,0.317,0.325,0.174,0.81,0.467,0.762,0.333,2.81,1.467,1.714,0.333,0.667,2.333
riding,['60po'],1,foot_leg,visual,foot_leg,0.246,0.386,0.176,3.636,0,3.5,1.8,1.955,1.75,0.455,0.15,3.409,2.95
right,"['20po', '58po', '65po', '104po', '109po']",1.542,hand_arm,visual,visual,0.224,0.361,0.174,1.2,0.125,2.5,0.708,2.35,2.042,1.3,0.25,0.7,2.833
rings,['54po'],1.5,hand_arm,visual,visual,0.375,0.46,0.243,0.762,0,3.571,3.167,2.19,0.167,0.905,0,0.571,4.111
rinsing,['59po'],1.25,hand_arm,haptic,hand_arm,0.229,0.343,0.177,1.19,0.125,3.476,3.188,2.095,1.062,1.762,0.188,1.476,3.125
ripe,"['58po', '60po', '66po']",0.636,mouth,visual,visual,0.294,0.218,0.144,0.273,3.227,2.545,2.909,2.182,0.455,2.636,2.591,0.409,3.318
rises,['61po'],0.941,head,visual,visual,0.18,0.432,0.18,2.2,0.118,1.75,0.588,2.55,1.765,0.9,0.176,1.75,2.941
rising,['58po'],0.812,hand_arm,visual,visual,0.184,0.491,0.217,2.053,0.188,2.316,1.125,2.316,0.875,0.632,0.5,1.842,3.75
roast,"['60po', '76to', '76po']",1.056,hand_arm,olfactory,olfactory,0.31,0.212,0.156,0.211,3.278,2.579,1.556,1.684,0.667,2.368,3.5,0.789,3.333
roastbeef,['58to'],0.444,mouth,gustatory,gustatory,0.49,0.273,0.206,0,4.667,1.35,1.778,1.6,0.667,3.55,3.667,0.75,4.222
roasting,['58po'],1.211,hand_arm,visual,visual,0.212,0.253,0.161,0.95,2,2.4,1.053,1.5,0.579,1,3.579,1,3.632
roll,['58po'],0.471,hand_arm,visual,visual,0.111,0.324,0.169,2.1,1.824,2.3,1.706,1.85,1.235,1.25,1.294,1.95,3.824
room,"['21po', '58po', '60po', '109po']",0.8,head,visual,visual,0.193,0.497,0.234,2.167,0,1.944,1.5,2.556,0.3,0.833,1.4,1.444,3.95
rose,"['6po', '40po', '48po', '54po', '106po']",0.263,head,visual,visual,0.458,0.324,0.207,0.55,0.316,2.95,3.368,3.7,0.684,0.25,3.895,0.2,4.474
roses,['40to'],0.263,head,visual,visual,0.458,0.324,0.207,0.55,0.316,2.95,3.368,3.7,0.684,0.25,3.895,0.2,4.474
rosewood,['4po'],0.438,head,visual,visual,0.365,0.429,0.267,0.35,0.062,1.2,1.625,1.6,0.188,0.3,1.125,0.25,2.688
rosy,['34po'],0.059,head,visual,visual,0.344,0.622,0.301,0.667,0.118,1.111,0.529,3.056,0.471,1.389,1.235,0.722,4.118
round,"['2po', '3po', '11po', '22po', '53po', '58po']",0.333,head,visual,visual,0.353,0.571,0.299,0.381,0,2.143,1.833,2.333,0.444,0.476,0.056,0.333,3.556
roundness,['2po'],0.444,head,visual,visual,0.328,0.5,0.286,0.474,0.167,2.158,3.222,2.474,0.444,0.368,0,0.947,4.278
rows,['84po'],0.471,hand_arm,visual,hand_arm,0.321,0.5,0.234,1.238,0.176,3.524,1.412,1.381,0.294,0.714,0.235,1.905,2.941
rub,['55po'],0.833,hand_arm,haptic,haptic,0.314,0.428,0.222,1.955,0.167,4.091,4.778,1.318,1.556,0.955,0.278,1.682,3.167
rubbed,['52po'],0.471,hand_arm,haptic,haptic,0.297,0.567,0.226,1.833,0.059,3.944,4.059,2.389,0.765,0.778,0.059,1.722,1.647
rubber,['78po'],0.579,hand_arm,haptic,haptic,0.415,0.329,0.213,1.211,0.368,3,4.053,1.368,0.158,0.316,2.684,0.579,4
rubbing,"['17po', '58po', '109po']",1.062,hand_arm,haptic,haptic,0.284,0.433,0.204,1.952,0.062,4.048,4.125,1.762,1.75,1.048,0.125,1.762,2.25
rudeness,['3po'],3.75,mouth,auditory,auditory,0.319,0.367,0.195,0.85,0.306,0.9,0.306,2.8,1.194,3.2,0.389,0.55,3.444
rudimentary,['3po'],0.857,head,visual,head,0.261,0.375,0.228,0.75,0.357,1.4,0.357,2.6,0.786,1.45,0.071,0.9,1.571
rush,"['35po', '58po']",2.062,foot_leg,visual,foot_leg,0.192,0.336,0.178,3.227,0.062,2.091,0.312,1.773,2.438,1.818,0.125,1.273,2.625
rushing,['61po'],1.647,foot_leg,visual,foot_leg,0.144,0.374,0.204,4.053,0,2.842,0.647,2.421,1.647,2.105,0,2.105,2.353
sack,['7po'],0.722,hand_arm,visual,visual,0.279,0.331,0.203,0.905,0.556,2.095,2.222,1.381,0.889,0.476,0.778,0.952,3.389
sack,"['60po', '109po']",0.722,hand_arm,visual,visual,0.279,0.331,0.203,0.905,0.556,2.095,2.222,1.381,0.889,0.476,0.778,0.952,3.389
sacrifice,"['58po', '109po']",2.059,head,visual,head,0.209,0.464,0.203,1.2,0,1.75,0.294,2.9,0.647,1.65,0.059,1.1,2.647
sad,"['11po', '109po']",2.294,head,interoceptive,head,0.3,0.317,0.188,0.905,0.294,1.286,0.647,4.143,3.353,2.667,0.294,1.81,2.765
sadder,['58po'],2.294,head,interoceptive,head,0.3,0.317,0.188,0.905,0.294,1.286,0.647,4.143,3.353,2.667,0.294,1.81,2.765
saddle,['71po'],0.824,foot_leg,visual,visual,0.283,0.337,0.192,2.579,0.412,1.684,3.588,1.526,0.529,0.316,0.824,1.895,3.765
saddles,['52po'],0.824,foot_leg,visual,visual,0.283,0.337,0.192,2.579,0.412,1.684,3.588,1.526,0.529,0.316,0.824,1.895,3.765
safety,['59po'],1.053,head,visual,visual,0.089,0.417,0.166,1.9,0,2.05,0.947,2.65,1.842,1.75,0.053,1.8,2.789
salad,"['58po', '99to', '106to', '107to']",0.526,mouth,gustatory,gustatory,0.415,0.297,0.2,0.2,4.737,1.95,1.474,1.6,0.789,3.75,2.368,1.05,4.263
